,Symbol,Name,Industry,IndustryCode
1204,GCP,GCP Applied Technologies Inc,건축 자재,512020
1205,KAI,Kadant Inc,"건설장비 및 대형차, 기차, 배",521020
1206,CIXX,CI Financial Corp,투자은행 및 서비스,551020
1207,STR,Sitio Royalties Corp Class A,오일 및 가스,501020
1208,HL,Hecla Mining Co,메탈&마이닝,512010
1209,GMS,GMS Inc,주택건설,532030
1210,AI,C3.ai Inc Class A,소프트웨어 및 IT서비스,572010
1211,PRMW,Primo Water Corp,음료,541010
1212,FCPT,Four Corners Property Trust Inc,주택 및 상업용 리츠,601020
1213,ETWO,E2open Parent Holdings Inc Class A,소프트웨어 및 IT서비스,572010
1214,EVTC,Evertec Inc,전문 및 상업 서비스,522030
1215,KTB,Kontoor Brands Inc,섬유 및 의류,532020
1216,PIPR,Piper Sandler Companies,투자은행 및 서비스,551020
1217,CNO,CNO Financial Group Inc,보험,553010
1218,AEO,American Eagle Outfitters Inc,전문품 상점,534030
1219,ESE,ESCO Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
1220,BAK,Braskem SA ADR Class A,화학,511010
1221,FBC,Flagstar Bancorp Inc,은행,551010
1222,TKC,Turkcell Iletisim Hizmetleri AS ADR,통신 서비스,574010
1223,ENR,Energizer Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
1224,MANU,Manchester United PLC Class A,호텔 및 엔터테인먼트,533010
1225,NEX,Nextier Oilfield Solutions Inc,오일 및 가스 장비 및 서비스,501030
1226,OI,O-I Glass Inc,용기 및 포장,513020
1227,WMK,Weis Markets Inc,식품 및 약품소매,543010
1228,NZF,Nuveen Municipal Credit Income Fund,다양한 금융서비스,555010
1229,TRN,Trinity Industries Inc,"건설장비 및 대형차, 기차, 배",521020
1230,HEP,Holly Energy Patners Units,오일 및 가스 장비 및 서비스,501030
1231,SSTK,Shutterstock Inc,소프트웨어 및 IT서비스,572010
1232,ENIC,Enel Chile SA ADR,전기 유틸리티,591010
1233,BFH,Bread Financial Holdings Inc,전문 및 상업 서비스,522030
1234,EPC,Edgewell Personal Care Co,"개인, 가정 용품 및 서비스",542010
1235,BOOT,Boot Barn Holdings Inc,전문품 상점,534030
1236,KMT,Kennametal Inc,"건설장비 및 대형차, 기차, 배",521020
1237,GNW,Genworth Financial Inc Class A,보험,553010
1238,RLX,RLX Technology Inc ADR Class A,식품 및 담배,541020
1239,NAPA,Duckhorn Portfolio Inc,음료,541010
1240,NEE PR Q,Nextera Energy Units,전기 유틸리티,591010
1241,SGHC,SGHC Limited,호텔 및 엔터테인먼트,533010
1242,GOOS,Canada Goose Holdings Inc,섬유 및 의류,532020
1243,NE,Noble Corp (Cayman Island),오일 및 가스 장비 및 서비스,501030
1244,BIGZ,BlackRock Innovation and Growth Trust,은행,551010
1245,SHAK,Shake Shack Inc Class A,호텔 및 엔터테인먼트,533010
1246,CIM,Chimera Investment Corp,주택 및 상업용 리츠,601020
1247,RLJ,RLJ Lodging Trust,주택 및 상업용 리츠,601020
1248,HLIO,Helios Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
1249,UAA,Under Armour Inc Class A,섬유 및 의류,532020
1250,BUR,Burford Capital Ltd,투자은행 및 서비스,551020
1251,WGO,Winnebago Industries Inc,레저 상품,532050
1252,ERJ,Embraer SA ADR,우주항공 및 국방,521010
1253,NPO,EnPro Industries Inc,"건설장비 및 대형차, 기차, 배",521020
1254,BRCC,BRC Inc Class A,식품 및 담배,541020
1255,CSTM,Constellium SE Class A,메탈&마이닝,512010
1256,MTX,Minerals Technologies Inc,화학,511010
1257,MSGE,Madison Square Garden Entertainment Corp Class A,호텔 및 엔터테인먼트,533010
1258,SAH,Sonic Automotive Inc Class A,전문품 상점,534030
1259,CTRE,CareTrust REIT Inc,주택 및 상업용 리츠,601020
1260,SIX,Six Flags Entertainment Corp,호텔 및 엔터테인먼트,533010
1261,DRH,Diamondrock Hospitality Co,주택 및 상업용 리츠,601020
1262,HPP,Hudson Pacific Properties Inc,주택 및 상업용 리츠,601020
1263,SG,Sweetgreen Inc Class A,호텔 및 엔터테인먼트,533010
1264,ESTE,Earthstone Energy Inc Class A,오일 및 가스,501020
1265,XHR,Xenia Hotels & Resorts Inc,주택 및 상업용 리츠,601020
1266,BHC,Bausch Health Companies Inc,제약,562010
1267,GDV,Gabelli Dividend & Income Closed Fund,다양한 금융서비스,555010
1268,RQI,Cohen & Steers Quality Income Realty Fund Inc,다양한 금융서비스,555010
1269,BOWL,Bowlero Corp Class A,호텔 및 엔터테인먼트,533010
1270,ETY,Eaton Vance Tax Managed Diversified Equity Income Closed Fund,다양한 금융서비스,555010
1271,BRDG,Bridge Investment Group Holdings Inc Class A,투자은행 및 서비스,551020
1272,DK,Delek US Holdings Inc,오일 및 가스,501020
1273,HMY,Harmony Gold Mining Company Ltd ADR,메탈&마이닝,512010
1274,CNK,Cinemark Holdings Inc,호텔 및 엔터테인먼트,533010
1275,TIXT,Telus International Cda Inc,소프트웨어 및 IT서비스,572010
1276,SJW,SJW Group,수도 유틸리티,591030
1277,FBK,FB Financial Corp,은행,551010
1278,UA,Under Armour Inc Class C,섬유 및 의류,532020
1279,DOOR,Masonite International Corp,주택건설,532030
1280,AG,First Majestic Silver Corp,메탈&마이닝,512010
1281,ADX,"Adams Diversified Equity Fund, Inc.",다양한 금융서비스,555010
1282,ITCB,Itau Corpbanca ADR,은행,551010
1283,UE,Urban Edge Properties,주택 및 상업용 리츠,601020
1284,CCU,Compania Cervecerias Unidas SA ADR,음료,541010
1285,ELF,elf Beauty Inc,전문품 상점,534030
1286,MTRN,Materion Corp,메탈&마이닝,512010
1287,BBUC,Brookfield Business Corp Class A,부동산 운영 관리,601010
1288,ZIP,Ziprecruiter Inc Class A,전문 및 상업 서비스,522030
1289,MAXR,Maxar Technologies Inc,커뮤니케이션 및 네트워킹,571020
1290,IVT,Inventrust Properties Corp,주택 및 상업용 리츠,601020
1291,GPOR,Gulfport Energy Corp,오일 및 가스,501020
1292,TEO,Telecom Argentina SA ADR Class B,통신 서비스,574010
1293,LMND,Lemonade Inc,보험,553010
1294,NEE PR O,NEXTERA ENERGY Units,전기 유틸리티,591010
1295,EVT,Eaton Vance Tax Advantaged Dividend Income Closed Fund,다양한 금융서비스,555010
1296,MCY,Mercury General Corp,보험,553010
1297,FLNG,FLEX LNG Ltd,오일 및 가스 장비 및 서비스,501030
1298,FIGS,Figs Inc Class A,전문품 상점,534030
1299,SLVM,Sylvamo Corp,종이 및 임산물,513010
1300,HTGC,Hercules Capital Inc,투자은행 및 서비스,551020
1301,TDS,Telephone and Data Systems Inc,통신 서비스,574010
1302,GEF,Greif Inc Class A,용기 및 포장,513020
1303,ASZ,Austerlitz Acquisition II Corp Class A,기타 금융업,556010
1304,PFS,Provident Financial Services Inc,은행,551010
1305,PRM,Perimeter Solutions SA,화학,511010
1306,JPM PR C,JPMORGAN CHASE Depositary SH Repstg 1 400TH Pfd Ser EE,은행,551010
1307,BMEZ,BlackRock Health Sciences Trust II,다양한 금융서비스,555010
1308,VRTV,Veritiv Corp,용기 및 포장,513020
1309,GFF,Griffon Corp,주택건설,532030
1310,SEMR,SEMrush Holdings Inc Class A,소프트웨어 및 IT서비스,572010
1311,MWA,Mueller Water Products Inc Series A,"건설장비 및 대형차, 기차, 배",521020
1312,YPF,YPF SA ADR Class D,오일 및 가스,501020
1313,NABL,N-Able Inc,소프트웨어 및 IT서비스,572010
1314,TPH,Tri Pointe Homes Inc (Delaware),주택건설,532030
1315,HTH,Hilltop Holdings Inc,은행,551010
1316,NUV,Nuveen Municipal Value Fund Inc,투자은행 및 서비스,551020
1317,EVEX,Eve Holding Inc,우주항공 및 국방,521010
1318,KAR,KAR Auction Services Inc,전문품 상점,534030
1319,OR,Osisko Gold Royalties Ltd,메탈&마이닝,512010
1320,GAB,Gabelli Equity Trust Closed Fund,다양한 금융서비스,555010
1321,WRBY,Warby Parker Inc Class A,헬스케어 장비 및 용품,561010
1322,OXM,Oxford Industries Inc,섬유 및 의류,532020
1323,COUR,Coursera Inc,소프트웨어 및 IT서비스,572010
1324,EAF,GrafTech International Ltd,"건설장비 및 대형차, 기차, 배",521020
1325,ELP,Companhia Paranaense de Energia ADR Class B,전기 유틸리티,591010
1326,RVLV,Revolve Group Inc Class A,다양한 소매업,534020
1327,EVRI,Everi Holdings Inc,호텔 및 엔터테인먼트,533010
1328,SSU,SIGNA Sports United NV,전문품 상점,534030
1329,CEA,China Eastern Airlines Corp Ltd ADR Class H,운송업,524060
1330,WRE,Washington Real Estate Investment Trust,주택 및 상업용 리츠,601020
1331,CRS,Carpenter Technology Corp,메탈&마이닝,512010
1332,PJT,PJT Partners Inc Class A,투자은행 및 서비스,551020
1333,AMPS,Altus Power Inc Class A,전기 유틸리티,591010
1334,NXE,Nexgen Energy Ltd,우라늄,503010
1335,NWN,Northwest Natural Holding Co,천연가스 유틸리티,591020
1336,RCUS,Arcus Biosciences Inc,생명과학 및 메디컬 리서치,562020
1337,CNNE,Cannae Holdings Inc,호텔 및 엔터테인먼트,533010
1338,AAT,American Assets Trust Inc,주택 및 상업용 리츠,601020
1339,GSBD,Goldman Sachs BDC Inc,은행,551010
1340,USA,Liberty All Star Equity Closed Fund,다양한 금융서비스,555010
1341,NAC,Nuveen California Quality Municipal Income Fund,다양한 금융서비스,555010
1342,USAC,USA Compression Partners Common Units,오일 및 가스 장비 및 서비스,501030
1343,SKT,Tanger Factory Outlet Centers Inc,주택 및 상업용 리츠,601020
1344,LNN,Lindsay Corp,"건설장비 및 대형차, 기차, 배",521020
1345,PCGU,PG E Units,전기 유틸리티,591010
1346,ARI,Apollo Commercial Real Estate Finance Inc,주택 및 상업용 리츠,601020
1347,MNRL,Brigham Minerals Inc Class A,오일 및 가스,501020
1348,BBU,Brookfield Business Partners Units,부동산 운영 관리,601010
1349,NVRO,Nevro Corp,헬스케어 장비 및 용품,561010
1350,LTC,LTC Properties Inc,주택 및 상업용 리츠,601020
1351,BDXB,Becton Dickinson and Co 20 Depository Shs Representing Mandatory Conv Pref Shs,헬스케어 장비 및 용품,561010
1352,BDJ,BlackRock Enhanced Equity Dividend Trust,다양한 금융서비스,555010
1353,B,Barnes Group Inc,"건설장비 및 대형차, 기차, 배",521020
1354,VSTO,Vista Outdoor Inc,레저 상품,532050
1355,HCC,Warrior Met Coal Inc,메탈&마이닝,512010
1356,WWW,Wolverine World Wide Inc,섬유 및 의류,532020
1357,WSO.B,Watsco Inc Class B,"건설장비 및 대형차, 기차, 배",521020
1358,NS,NuStar Energy Units,오일 및 가스 장비 및 서비스,501030
1359,KRO,Kronos Worldwide Inc,화학,511010
1360,INT,World Fuel Services Corp,오일 및 가스,501020
1361,BCAT,BlackRock Capital Allocation Trust,다양한 금융서비스,555010
1362,RVT,Royce Value Closed Fund,투자은행 및 서비스,551020
1363,NTB,Bank of N T Butterfield & Son Ltd,은행,551010
1364,COMP,Compass Inc Class A,소프트웨어 및 IT서비스,572010
1365,GTN,Gray Television Inc,미디어 및 출판,533020
1366,TWO,Two Harbors Investment Corp,주택 및 상업용 리츠,601020
1367,POLY,Plantronics Inc,커뮤니케이션 및 네트워킹,571020
1368,MYOV,Myovant Sciences Ltd,생명과학 및 메디컬 리서치,562020
1369,CODI,Compass Diversified Holdings,기타 금융업,556010
1370,BSTZ,BlackRock Science and Technology Trust II,다양한 금융서비스,555010
1371,CTOS,Custom Truck One Source Inc,전문품 상점,534030
1372,DEA,Easterly Government Properties Inc,주택 및 상업용 리츠,601020
1373,ATGE,Adtalem Global Education Inc,교육서비스,631010
1374,PGRE,Paramount Group Inc,주택 및 상업용 리츠,601020
1375,GOF,Guggenheim Strategic Opportunities Closed Fund,다양한 금융서비스,555010
1376,WFC PR Q,Wells Fargo Depositary Shares Representing 1/1000th Interest Non Cum Perpetual,은행,551010
1377,SPCE,Virgin Galactic Holdings Inc Class A,우주항공 및 국방,521010
1378,SES,SES AI Corp Class A,"건설장비 및 대형차, 기차, 배",521020
1379,PL,Planet Labs PBC Class A,우주항공 및 국방,521010
1380,JPM PR D,Jpmorgan Chase Depositary Shares Representing 1/400 Pref Shs Series DD,은행,551010
1381,BGS,B&G Foods Inc,식품 및 담배,541020
1382,SBH,Sally Beauty Holdings Inc,전문품 상점,534030
1383,GWB,Great Western Bancorp Inc,은행,551010
1384,JBI,Janus International Group Inc,주택건설,532030
1385,PTY,PIMCO Corporate & Income Opportunity Fund,다양한 금융서비스,555010
1386,KAHC,KKR Acquisition Holdings I Corp Class A,기타 금융업,556010
1387,PDO,PIMCO Dynamic Income Opportunities Fund,다양한 금융서비스,555010
1388,ENFN,Enfusion Inc Class A,소프트웨어 및 IT서비스,572010
1389,CVII,Churchill Capital Corp VII Class A,기타 금융업,556010
1390,RES,RPC Inc,오일 및 가스 장비 및 서비스,501030
1391,BKE,Buckle Inc,전문품 상점,534030
1392,WOW,WideOpenWest Inc,미디어 및 출판,533020
1393,MD,Pediatrix Medical Group Inc,헬스케어 업체 및 서비스,561020
1394,AKR,Acadia Realty Trust,주택 및 상업용 리츠,601020
1395,AIR,AAR Corp,우주항공 및 국방,521010
1396,ALG,Alamo Group Inc,"건설장비 및 대형차, 기차, 배",521020
1397,TALO,Talos Energy Inc,오일 및 가스,501020
1398,CCS,Century Communities Inc,주택건설,532030
1399,ETV,Eaton Vance Tax Managed Buy Write Opportunities Closed Fund,다양한 금융서비스,555010
1400,FORG,ForgeRock Inc Class A,소프트웨어 및 IT서비스,572010
1401,SWI,SolarWinds Corp,소프트웨어 및 IT서비스,572010
1402,VGR,Vector Group Ltd,식품 및 담배,541020
1403,OSCR,Oscar Health Inc Class A,보험,553010
1404,MMI,Marcus & Millichap Inc,부동산 운영 관리,601010
1405,MKC.V,McCormick & Company Inc,식품 및 담배,541020
1406,ECAT,BlackRock ESG Capital Allocation Trust,투자은행 및 서비스,551020
1407,BTT,BlackRock Municipal 2030 Target Term Trust,다양한 금융서비스,555010
1408,PDM,Piedmont Office Realty Trust Inc Class A,주택 및 상업용 리츠,601020
1409,TEN,Tenneco Inc Class A,자동차 및 자동차 부품,531010
1410,AMK,AssetMark Financial Holdings Inc,투자은행 및 서비스,551020
1411,TY,Tri Continental Closed Fund,다양한 금융서비스,555010
1412,MIR,Mirion Technologies Inc Class A,"건설장비 및 대형차, 기차, 배",521020
1413,KKR PR C,KKR And Co 6 00 Mandatory Convertible Pref Shs Series C,투자은행 및 서비스,551020
1414,NXRT,NexPoint Residential Trust Inc,주택 및 상업용 리츠,601020
1415,RC,Ready Capital Corp,주택 및 상업용 리츠,601020
1416,MEI,Methode Electronics Inc,전자 장비 및 부품,571040
1417,JPM PR M,Jpmorgan Chase And Co DS Repstg 1 400Th Series MM,은행,551010
1418,RFP,Resolute Forest Products Inc,종이 및 임산물,513010
1419,JPS,Nuveen Preferred & Income Securities Fund,다양한 금융서비스,555010
1420,PSFE,Paysafe Ltd,핀테크,573010
1421,TGH,Textainer Group Holdings Ltd,전문 및 상업 서비스,522030
1422,LC,LendingClub Corp,은행,551010
1423,PX,P10 Inc Class A,투자은행 및 서비스,551020
1424,TSLX,Sixth Street Specialty Lending Inc,다양한 금융서비스,555010
1425,JPM PR L,JPMorgan Chase Depositary Shares Each Rep 1 400th Interest 4 625 Non Cumulative,은행,551010
1426,GEF.B,Greif Inc Class B,용기 및 포장,513020
1427,KN,Knowles Corp,"컴퓨터, 전화 및 가전제품",571060
1428,MED,Medifast Inc,식품 및 담배,541020
1429,ARCO,Arcos Dorados Holdings Inc Class A,호텔 및 엔터테인먼트,533010
1430,HMN,Horace Mann Educators Corp,보험,553010
1431,WBX,Wallbox NV Class A,전기 유틸리티,591010
1432,CMRE,Costamare Inc,화물 및 물류 서비스,524050
1433,C PR K,Citigroup Depository Shs Representing 1/1000th  6.875% Fixed Rate Floating Rate,은행,551010
1434,LRN,Stride Inc,교육서비스,631010
1435,DDD,3D Systems Corp,전자 장비 및 부품,571040
1436,CINT,Ci&T Inc Class A,소프트웨어 및 IT서비스,572010
1437,IONQ,IONQ Inc,소프트웨어 및 IT서비스,572010
1438,GNL,Global Net Lease Inc,주택 및 상업용 리츠,601020
1439,PNC PR P,PNC Financial Services Group DS Representing 1/4000th Perpetual Pref Shs Series,은행,551010
1440,STC,Stewart Information Services Corp,보험,553010
1441,BDN,Brandywine Realty Trust,주택 및 상업용 리츠,601020
1442,HNI,HNI Corp,전문 및 상업 서비스,522030
1443,DAC,Danaos Corp,화물 및 물류 서비스,524050
1444,CMP,Compass Minerals International Inc,화학,511010
1445,RAMP,Liveramp Holdings Inc,소프트웨어 및 IT서비스,572010
1446,INSW,International Seaways Inc,오일 및 가스 장비 및 서비스,501030
1447,AHL PR C,Aspen Insurance Holdings 5 95 Fixed to Floating Rate Perpetual Non Cumulative,보험,553010
1448,FVRR,Fiverr International Ltd,소프트웨어 및 IT서비스,572010
1449,WFC PR Z,Wells Fargo 1000 Depositary Shares Representing Pref Shs Class A,은행,551010
1450,EAT,Brinker International Inc,호텔 및 엔터테인먼트,533010
1451,BVN,Compania de Minas Buenaventura SAA ADR,메탈&마이닝,512010
1452,LADR,Ladder Capital Corp Class A,주택 및 상업용 리츠,601020
1453,QBTS,D-Wave Quantum Inc,소프트웨어 및 IT서비스,572010
1454,EVTL,Vertical Aerospace Ltd,우주항공 및 국방,521010
1455,BXMX,Nuveen S And P 500 Buy Write Income Closed End Fund,다양한 금융서비스,555010
1456,MLNK,Meridianlink Inc,핀테크,573010
1457,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C,통신 서비스,574010
1458,HRT,HireRight Holdings Corp,전문 및 상업 서비스,522030
1459,LGF.B,Lions Gate Entertainment Corp Class B,미디어 및 출판,533020
1460,TR,Tootsie Roll Industries Inc,식품 및 담배,541020
1461,XPRO,Expro Group Holdings NV,오일 및 가스 장비 및 서비스,501030
1462,ALEX,Alexander & Baldwin Inc (Hawaii),주택 및 상업용 리츠,601020
1463,ZETA,Zeta Global Holdings Corp Class A,소프트웨어 및 IT서비스,572010
1464,IPOF,Social Capital Hedosophia Holdings Corp VI Class A,기타 금융업,556010
1465,SFL,SFL Corporation Ltd,오일 및 가스 장비 및 서비스,501030
1466,CLS,Celestica Inc,전자 장비 및 부품,571040
1467,FCF,First Commonwealth Financial Corp,은행,551010
1468,GEL,Genesis Energy Units Class A,오일 및 가스 장비 및 서비스,501030
1469,EBS,Emergent BioSolutions Inc,제약,562010
1470,AIV,Apartment Investment and Management Co Class A,주택 및 상업용 리츠,601020
1471,PAM,Pampa Energia SA ADR,전기 유틸리티,591010
1472,STAR,iStar Inc,주택 및 상업용 리츠,601020
1473,ETG,Eaton Vance Tax Advantaged Global Dividend Income Closed Fund,다양한 금융서비스,555010
1474,APTV PR A,Aptiv 5.50% Mandatory Convertible Pref Shs Series A,자동차 및 자동차 부품,531010
